,Customer Name,Date,Ratings,Review Title,Review,Sentiment_Score,index,Review_Time,Month,Year
811,Rashmi Udani,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Healthy and tasty,  It’s great so far .,pos,812,2019-03-17,3,2019
812,Pooja Devlekar,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Perfect Start with healthy breakfast,"  Healthy breakfast with rolled and toasted whole grain flakes with raisins, apricots, cranberries, pumpkin seeds & nutsVery Good smell and perfect tasteI am loving itIdeal for Perfect Start with healthy breakfast",pos,813,2019-03-17,3,2019
813,Shiv Shankar Ash,Reviewed in India on 17 March 2019,1.0 out of 5 stars,Stale and Smelly,"  The first product was awesome. The repeat order was super stale, thready and sticky.. It smelled like yuck",pos,814,2019-03-17,3,2019
814,DSood,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Yoga bar ❤️,  I keep searching for breakfast which takes less time to get prepared and which should be healthy and tasty.This fits my taste well as well as fits my budget too. It's very healthy and tasty.,pos,815,2019-03-17,3,2019
815,Bhavuk Taneja,Reviewed in India on 17 March 2019,5.0 out of 5 stars,Good product,"  Have lots of seeds,nuts n berries. Goid product n worth the price",neu,816,2019-03-17,3,2019
816,Amazon Customer,Reviewed in India on 16 March 2019,5.0 out of 5 stars,Excellent dietary supplement,"  This is an excellent dietary supplement for persons suffering from gluten allergy and autoimmune disease, coeliac disease.Can have It also plain without milk or yoghurt.",neu,817,2019-03-16,3,2019
817,Shanu Maurya,Reviewed in India on 16 March 2019,5.0 out of 5 stars,Great Taste,  Tatar’s is amazing,pos,818,2019-03-16,3,2019
818,ankita r.,Reviewed in India on 14 March 2019,5.0 out of 5 stars,Its amazing,  Its good,neu,819,2019-03-14,3,2019
819,Shivam Tyagi,Reviewed in India on 14 March 2019,5.0 out of 5 stars,Must for healthy eating habit,"  This is for someone who would like to go on a strict diet. The taste of fruits and nuts especially cranberry will be something that you will crave for. You can add it to Milk, curd, orange juice or simply have it as it is. Yogabar has now become a known brand for Museli and bars. The Museli is really very tasty and crunchy, full of nutritious value and lots of fibre.",neu,820,2019-03-14,3,2019
820,amit,Reviewed in India on 14 March 2019,5.0 out of 5 stars,Welcome change from the standard breakfast cereals,"  A welcome change from the standard breakfast cereals, great nutritional value and taste. Good quality raisins and cereals make it a delight to eat. Apart from having it in breakfast I use it for quick snacking which is healthy and tasty. Loving it.",pos,821,2019-03-14,3,2019
821,Rohan,Reviewed in India on 14 March 2019,5.0 out of 5 stars,Very good product,  I personally liked dark chocolate flavour more but even this one is as good as the Chocolate variant in terms of quality and content.Its a great buy.,pos,822,2019-03-14,3,2019
822,pramod kumar,Reviewed in India on 14 March 2019,2.0 out of 5 stars,Just Okay,"  Just okay not good, very sweeter & feel much additives.no any natural feel",neu,823,2019-03-14,3,2019
823,Genuine customer,Reviewed in India on 12 March 2019,4.0 out of 5 stars,Good taste!,  I like this product.,neu,824,2019-03-12,3,2019
824,Pooja Devlekar,Reviewed in India on 11 March 2019,4.0 out of 5 stars,Worth buying,  Yogabar stood out in terms of taste and ingredients when compared with other popular breakfast mueslis like Kellogg's. It comes with various beneficial seeds and dried fruits and is not excessively sweet which usually is usually the case. Would definitely repurchase this but it just takes a lot of time to arrive.,pos,825,2019-03-11,3,2019
825,Shiv Shankar Ash,Reviewed in India on 11 March 2019,5.0 out of 5 stars,Good product,"  This muesli taste very good , all the indegreants are very healthy, oats , flax seeds , carnberries , almonds , kishmish and many more things makes the greath taste and makes it healthy also",pos,826,2019-03-11,3,2019
826,ritika17✔,Reviewed in India on 10 March 2019,5.0 out of 5 stars,"It actually has plenty Fruits, Nuts + Seeds","  It is far better than Baggry's, Kellogs & a little better than Gaiaa. I highly recommend this & am buying this again for sure.",pos,827,2019-03-10,3,2019
827,Shalakka,Reviewed in India on 10 March 2019,5.0 out of 5 stars,Suggest you to do not add sugar,  Just wow... better than other mixed fruit muesli this is the perfect combination.Suggest you to do not add sugar just take luke warm or cold milk mix Muesli and wait for just 2-3 mins and then enjoy.,pos,828,2019-03-10,3,2019
828,Tejaswini,Reviewed in India on 7 March 2019,5.0 out of 5 stars,Good to eat,  Good product.,neu,829,2019-03-07,3,2019
829,Utpal Kalita,Reviewed in India on 6 March 2019,5.0 out of 5 stars,Yummy product,"  Good product . Timely delivered.this classic tasting muesli will help you achieve all your weight management goals . Made from 100% natural ingredients. Rich in nuts and dried fruits like almonds , raisins , cranberries, apricot. Light yet filling breakfast",pos,830,2019-03-06,3,2019
830,Manu Gupta,Reviewed in India on 6 March 2019,5.0 out of 5 stars,Tasty & Healthy,"  The packaging was good , muesli was inside the box in airtight bag. Its taste yummy and very health for breakfast. I love it this is my favourite flavour. I will more buy more in future.",pos,831,2019-03-06,3,2019
831,Swapan,Reviewed in India on 5 March 2019,5.0 out of 5 stars,another great product by Yogabar,"  after the bars , the museli is also tasty and  can be had for breakfast lunch dinner or even otherwise.  Good stuff....",neu,832,2019-03-05,3,2019
832,Hari Santhosh,Reviewed in India on 5 March 2019,5.0 out of 5 stars,A good product.,  Taste wise it's 👌.. I liked it. Very healthy.,pos,833,2019-03-05,3,2019
833,Saurabh,Reviewed in India on 4 March 2019,5.0 out of 5 stars,Better than Baggry's,  Taste really good. Nuts and seeds are in good quantity.,pos,834,2019-03-04,3,2019
834,Suraj gupta,Reviewed in India on 3 March 2019,5.0 out of 5 stars,Loved it,"  This is an amazing product, the packet is full of nutricious ingredients and they are yummy too. just add milk of your choice(warm or cold) and add this to it and you are good to go. everything is fresh and crisp.",pos,835,2019-03-03,3,2019
835,Kapil Sharma,Reviewed in India on 3 March 2019,3.0 out of 5 stars,How the product quality is?,  Not at all good product. It contains mostly puffed rice and low cost seeds with negligible dry fruits.,neg,836,2019-03-03,3,2019
836,Pooja Devlekar,Reviewed in India on 2 March 2019,2.0 out of 5 stars,best product,  best product but price is to high,neu,837,2019-03-02,3,2019
837,Shiv Shankar Ash,Reviewed in India on 1 March 2019,5.0 out of 5 stars,Best cereal for my diet,  I've tried all the flavors of Yogabar and this one is my favorite one.The best thing is in budget and have a perfect mix of nuts and grains. A bowl in a breakfast keep my tummy full and energetic.,pos,838,2019-03-01,3,2019
838,mum_n_kiddos,Reviewed in India on 1 March 2019,5.0 out of 5 stars,Smart purchase,"  Delicious bar that contains everything you need to keep healthy and fit. Protein bars are a great way of supplying your body with protein, carbohydrates, fiber, vitamins, minerals and are perfect replacement of normal meals. ... Protein bars are perfect mix of delicious flavors and superior nutrients.",pos,839,2019-03-01,3,2019
839,Shobhi,Reviewed in India on 1 March 2019,5.0 out of 5 stars,Tasty and healthy snack.,"  This is a very good breakfast snack loaded with fruits, nuts, seeds and muesli which gives you long lasting energy for 4-5 hours continuously. it helps you to stay fit and lean without skipping any meal.Some of good things about it:1. It contains complex carbohydrates from quinoaz oats and brown rice. Hence, it will not increase your blood sugar level.2. It is very delicious and tasty. I bought strawberry flavour and I feel like eating ice cream.3. Flex and chia seeds contained in it gives you a good dose of fiber so you won't get problems like constipation.4. It is very high in protein so if if you're someone who wanted to build muscle mass then use this.",pos,840,2019-03-01,3,2019
840,PS...,Reviewed in India on 1 March 2019,5.0 out of 5 stars,Awesome taste and a healthy breakfast option,"  Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries  which gives awesome taste. All healthy ingredients like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds, this is a combined mixture of all healthy foods. Just 200 calories and I am sorted in morning. Tastes best with cold milk. Even it makes a great dry snacking option anytime during the day. Perfect when you are on balanced diet and will recommend you all to give it a try.",pos,841,2019-03-01,3,2019
841,Priyanka,Reviewed in India on 28 February 2019,5.0 out of 5 stars,Healthy and tasty,"  YogaBar offers variety of museli's and must say this flavour is delicious and healthy. The presence of rich nuts and dried fruits along with cranberries, apricots and other ingredients make a perfect super lovely breakfast for me. It makes my stomach full and also make me stay fit. Thanks to yogabar for such amazing healthy food",pos,842,2019-02-28,2,2019
842,sameer Khan,Reviewed in India on 27 February 2019,4.0 out of 5 stars,Loving it!!,"  I have been yogabar breakfast bars fan. So, I thought of giving the muesli a try. I was using kellogs muesli from a long time that tasted great but i was not liking huge corn flakes in it..So, at first the muesli taste was a little weird as i was used to diff muesli.. but second time onwards i liked the taste. It's great quality muesli.",pos,843,2019-02-27,2,2019
843,Pramod Raikar,Reviewed in India on 25 February 2019,5.0 out of 5 stars,Wonderful Breakfast option,  I love to start my day with Yoga Bars...too delicious and healthy.I wish to buy this in large package.,pos,844,2019-02-25,2,2019
844,King,Reviewed in India on 19 February 2019,4.0 out of 5 stars,"Taste, quality with rich quantity","  Amazing product, taste is excellent.",pos,845,2019-02-19,2,2019
845,Ranadheep,Reviewed in India on 18 February 2019,5.0 out of 5 stars,good quality ingredients.,"  I have tried yogabar cereal bars and they were great, good quality ingredients and not too sweet. I stumbled upon their Muesli and as per Swiss Muesli style. It turned to be great.",pos,846,2019-02-18,2,2019
846,Jay,Reviewed in India on 17 February 2019,4.0 out of 5 stars,A truly homegrown cereal,"  I have been a regular consumer of cerals over the past few years and have tasted quite a few. Viz. Dorset, kellogs muesli etc. Yoga is quite a healthy mix of seeds, oats fruits and overall likeable to the Indian palate. Would wish for a higher portion of fruit. Would rate it 4 stars over the other Indian cereals available.",pos,847,2019-02-17,2,2019
847,Jaideep Khanduja,Reviewed in India on 16 February 2019,4.0 out of 5 stars,The product,  The product is very good for health,neu,848,2019-02-16,2,2019
848,Pooja Devlekar,Reviewed in India on 15 February 2019,5.0 out of 5 stars,Go for it!,  Best snack for anybody! Just loved it!!,pos,849,2019-02-15,2,2019
849,Shiv Shankar Ash,Reviewed in India on 15 February 2019,4.0 out of 5 stars,good for health,  liked for both its taste and purpose of delivering health.,neu,850,2019-02-15,2,2019
850,Mandrake,Reviewed in India on 9 February 2019,5.0 out of 5 stars,"Delicious, Nutritious, Healthy - all that brekkie should be",  Great breakfast option. My favourite is the chocolate version but everyone in the family prefers different flavours. They are all delicious and healthy. I'm happy to have found a great breakfast option.,pos,851,2019-02-09,2,2019
851,AmCust,Reviewed in India on 6 February 2019,5.0 out of 5 stars,One of the best breakfast cereal in the market,"  I have always liked yogabars energy and protein bars, so when they launched Muesli tried it. It is really good and supports guilt free consumption as it's all natural..!!",pos,852,2019-02-06,2,2019
852,giriharan,Reviewed in India on 6 February 2019,5.0 out of 5 stars,Great,  Has good quantity of fruits and seedsHealthy ingredientsTotally happy with the product,pos,853,2019-02-06,2,2019
853,santhosh,Reviewed in India on 4 February 2019,4.0 out of 5 stars,Good,  It's awesome with multi seeds & cranberries.,pos,854,2019-02-04,2,2019
854,JEDx,Reviewed in India on 3 February 2019,5.0 out of 5 stars,Not only this museli is yum but also healthy with 100% wheat I loved it,  Yum yum yum,neu,855,2019-02-03,2,2019
855,Z,Reviewed in India on 2 February 2019,5.0 out of 5 stars,Wow!,"  I really want to applaud the ppl at yogabar who come up with such great combinations, the perfect taste, they have mastered the art of what will taste the best with what. I’m so happy with all the ingredients and how they complement each other and taste great with milk/yoghurt! Best buy!",pos,856,2019-02-02,2,2019
856,Cheryl d’souza,Reviewed in India on 29 January 2019,5.0 out of 5 stars,Worth it!!,   A mix of healthy and nutritious ingredients this mueseli makes for the perfect healthy breakfast to start your day.,pos,857,2019-01-29,1,2019
857,Pooja Devlekar,Reviewed in India on 28 January 2019,5.0 out of 5 stars,Amazing product 👌,   It's very tasty and affordable and filled with all the goodies needed for your diet,neu,858,2019-01-28,1,2019
858,Asif Ahamad,Reviewed in India on 27 January 2019,3.0 out of 5 stars,No so good,  Includes nuts of more quality than dry fruits.. So it is not worth for what we are spending,neu,859,2019-01-27,1,2019
